"LogicalRef","Name","Address","Phone","Website","Email","InCharge","City","District","Personnel","PartnerType"
"22707","BARKOSOFT BARKOD VE BİLİŞİM TEKNOLOJİLERİ YAZILIM SAN. TİC. LTD. ŞTİ.","HÜRRİYET MAH 1782. SK NO 2 DAİRE 1-2","03243242111","www.barkosoft.com.tr","bilgi@barkosoft.com.tr","ÖZKAN PAŞA","MERSİN","YENİŞEHİR","11","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"22849","BSY BİLGİ SİSTEMLERİ YÖN. DAN. HİZ. ELEK. SAN. VE TİC. A.Ş","ATA BULVARI, GÜZEL TOVER, 17","05555555555","www.bsy.com.tr","bilgi@barkosoft.com.tr","NURSEL TETİKCAN","BURSA","NİLÜFER","11","Çözüm Geliştirme"
"246377","ARTI BİLİŞİM VE DESTEK HİZMETLERİ - HALİS BİROL AYDOĞAN","Damlar Mah. Alacahan Sk. Ihlamur Konakları 7-B BAŞİSKELE - Kocaeli","05324608118","www.soydanbilisim.com","salihsoydan@gmail.com","SALIH SOYDAN","KOCAELİ","BAŞİSKELE","1","Kobi"
"251164","İNTEGRAL YAZILIM VE DANIŞMANLIK BİLG.SAN.VE TİC.LTD.ŞTİ.","23 NİSAN MH.MİTHATPAŞA CD.OFİS GÖKÇADIR İŞ MERKEZİ NO:29","02242723578","www.integralyazilim.com.tr","info@gazibilisim.com.tr","EYÜP KINAY","BURSA","NİLÜFER","14","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Fonksiyonel İş Ortağı – İş Analitiği, Kurumsal, Objects Çözüm Geliştirme"
"27926","NOS BİLGİSAYAR VE GÜVENLİK TEK.İNŞ.SAN.VE DIŞ TİC.LT","SAĞLIK 1 SOKAK NO : 19/17 YENİŞEHİR ÇANKAYA","03124478166","www.bsybilgi.com.tr","ferhatk@bsybilgi.com.tr","HARUN DİNÇER","ANKARA","ÇANKAYA","6","Kurumsal"
"287042","TREX DİJİTAL AKILLI ÜRETİM SİSTEMLERİ ANONİM ŞİRKETİ","19 MAYIS MAH. TUTKU CAD. NO: 10","02244443468","www.trex.com.tr","asistan@trex.com.tr","TURGAY GÜMÜŞDERE","BURSA","NİLÜFER","15","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"29258","ÇÖZÜM DÜNYASI BİLGİ İŞLEM EĞİTİM VE DAN. HİZ.- GÜNGÖR GÜRSOY","KONAK MAH. SÜLEYMAN DEMİREL BULV. NO.82/A","02483258970","","selcuk@bucakbilgisayar.com","SELÇUK GÜN","BURDUR","BUCAK","7","Kurumsal"
"297377","YEŞİLMAVİ YAZILIM - MUZAFFER BAYRAMOĞLU","Omü Kurupelit Kampüsü Körfez Mh. 19 Mayıs Kümesi Kümeevler No:188/54-55 (Samsun Teknopark)\\n\\nAtakum - Samsun","03623333511","","muzaffer@yesilmaviyazilim.com","MUZAFFER BAYRAMOĞLU","SAMSUN","MERKEZ","3","Çözüm Geliştirme, Objects Çözüm Geliştirme"
"297423","PRONİST YAZILIM DANIŞMANLIK SAN. VE TİC. A.Ş.","ORUÇREIS MAH. TEKSTILKENT CD. A21 BLOK NO:32","05323142070","www.integralyazilim.com.tr","efatura@integralyazilim.com.tr","TURGAY ŞAHİN","BURSA","NİLÜFER","8","Çözüm Geliştirme, Fonksiyonel İş Ortağı  - CRM, Kurumsal, Objects Çözüm Geliştirme"
"297927","KARESİS BİLİŞİM TEKNOLOJİLERİ YAZILIM VE DAN. - SELÇUK IŞIK","4005 SOK., MANAVGAT, 12, A","05327469097","www.bilmex.net","info@bilmex.net","MEHMET KOCA","ANTALYA","MANAVGAT","3","Kobi"
"299722","ZİRVE ÇÖZÜM BİLİŞİM LİMİTED ŞİRKETİ","MÜSKEBİ MAHALLESİ KONGRE SOKAK NO:11","05335276767","www.apluscozum.com","hayrettin.gencay@gmail.com","HAYRETTİN GENÇAY","MUĞLA","BODRUM","1","Kurumsal"
"29974","DATAES BİLGİSAYAR SİSTEMLERİ ANONİM ŞİRKETİ","BAHÇELIEVLER MAH. PEYAMI SEFA SOK. BAŞARI APT. A BLOK 21/4","03622310706","www.bistek.com.tr","bilgi@bistek.com.tr","UFUK İSKELELİ","SAMSUN","İLKADIM","4","Kobi"
"30019","DATA-NET BİLGİSAYAR İLETİŞİM ELEK. SAN. VE TİC. LTD. ŞTİ.","MENDERES MAH.35435 SK.SARGÜLAPT KAT:8/11","03243372000","www.datamer.net","datamer@datamer.net","MUSA ULAŞ","MERSİN","MEZİTLİ","15","Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"30055","DATATEK YAZILIM BİLGİSAYAR İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ","VİŞNELİK MAH. ÜNAL SK. NO: 16 A ODUNPAZARI/","02222330801","www.dataes.com.tr","mtoy@dataes.com.tr","MEHMET TOY","ESKİŞEHİR","ODUNPAZARI","5","Kobi"
"30219","DEBİSOFT BİLGİSAYAR YAZ.DAN.ARAŞTIRMA GELİŞTİRME ELEKT.OTOMOSYON İTH.İHR.İMAL.SAN.VE TİC.LTD.ŞTİ.","CEMALPAŞA MH. 63012 SK. NO: 14 MURAT APT. KAT: 1 DAİRE: 4","03228890009","www.debisoft.net","ihsan@debisoft.net","İHSAN YILDIZ","ADANA","SEYHAN","8","Bulut İş Ortağı, Çözüm Geliştirme, Fonksiyonel İş Ortağı – Depo Yönetimi, Kobi, Kurumsal, Objects Çözüm Geliştirme"
"302267","SON NOKTA BİLİŞİM TEKNOLOJİLERİ SAN. VE TİC. LTD. ŞTİ.","GÜNGÖREN MAH. MUHTAR ZİYA CAD. ZİND ZER İŞ MERKEZİ NO : 2 - 6 A İÇ KAPI NO : 179 TAŞDELEN","02165406424","https://www.sonnoktabilisim.com/","aykut.dulger@tetraport.com","AYKUT NURI DÜLGER","KOCAELİ","ATAŞEHİR","30","Bulut Çözüm Geliştirme, Bulut İş Ortağı, Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"30292","YÖNETİLEN BİLGİ SİSTEMLERİ ANONİM ŞİRKETİ","BAHÇELİEVLER MAH.MERT SK.N:2/7","05336361535","www.elitbilisim.com.tr","fulya@elitbilisim.com.tr","FULYA ÇAKMAK","SAMSUN","İLKADIM","3","Kobi, Kurumsal"
"309274","DATAKOD BİLGİSAYAR KONT. OTOM. TANIM. SİS. SAN. TİC. A.Ş.","1458. SOKAK 9/25 ÇUKURAMBAR","05332584288","www.ordata.com.tr","ayhan.oralli@ordata.com.tr","AYHAN ORALLI","ANKARA","ÇANKAYA","2","Bulut Çözüm Geliştirme, Çözüm Geliştirme, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"312209","AKİF FAKIOĞLU","KARAOĞLAN MAH BALIKAVDAN SOKAK NO 43/2","02662434143","","selcuk@karesis.net","SELÇUK IŞIK","BALIKESİR","BALIKESİR","3","Kobi"
"312237","BİRTEKNOLOJİ BİLİŞİM DANIŞMANLIK VE YAZILIM HİZMETLERİ DIŞ TİCARET LİMİTED ŞİRKETİ","Ulubaş Caddesi, 30, 1","02123277047","www.analizyazilim.com","alikose@analizyazilim.com","ALİ KÖSE","ANKARA","ÇANKAYA","4","Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"314","3PLUSPC BİLGİSAYAR DANIŞMANLIK HİZMET YAZILIM ÖZEL EĞİTİM İMALAT SAN. VE TİC. LTD. ŞTİ.","Balcalı Mah. Güney Kampüs/5 Sk. TEKNOKENT NO:4   No: İç Kapı No: 203/B","03224583883","www.3pluspc.com","ismail.uysal@3pluspc.com","İSMAİL UYSAL","ADANA","SARIÇAM","11","Fonksiyonel İş Ortağı  - CRM, Kurumsal"
"32103","DESTEK YAZILIM BİLGİSAYAR HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ","3. SOKAK, MERKEZ, MERKEZ PLAZA, NO:24, 24","04462240003","","yakup@ecozumbilgisayar.com","YAKUP ZAFER YURT","ERZİNCAN","MERKEZ","3","Kobi"
"32107","DESTEK BİLGİSAYAR İLET. OTOM. SİST. VE DAN. HİZM. YAZ. SAN. VE TİC. LTD. ŞTİ.","CEMALPAŞA MH. 63012 SK. NO: 14 MURAT APT. KAT: 1 DAİRE: 4","03228890009","www.debisoft.net","ihsan@debisoft.net","İHSAN YILDIZ","ADANA","SEYHAN","8","Bulut İş Ortağı, Çözüm Geliştirme, Fonksiyonel İş Ortağı – Depo Yönetimi, Kobi, Kurumsal, Objects Çözüm Geliştirme"
"324976","TERAPİ YAZILIM SAN. VE TİC. LTD. ŞTİ.","GÖRÜKLE MAH. UNİVERSİTE-1 CAD. ULUTEK TEKNO YAZILI","02242717580","www.terapiyazilim.com","muhasebe@terapiyazilim.com","MEHMET AKKAYA","BURSA","NİLÜFER","23","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Fonksiyonel İş Ortağı  - CRM, Kurumsal, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"32583","DİJİTAL SİSTEM TEKNOLOJİK HİZ. TİC. LTD. ŞTİ.","HAMİDİYE MAH. CENGİZ TOPEL CAD. VEHİBE APT.  NO:7/1","03242372161","www.dijitalsistem.com","sertac@dijitalsistem.com","SERTAÇ BÜYÜKOĞLU","MERSİN","AKDENİZ","7","Çözüm Geliştirme, Fonksiyonel İş Ortağı - İş Akış Yönetimi, Kurumsal, Objects Çözüm Geliştirme"
"32953","DOĞA YAZILIM DANIŞMANLIK VE BİLİŞİM SİSTEMLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ","HACETTEPE MAHALLESİ TALATPAŞA BULVARI NO:113/17","03124350030","www.destekyazilim.com.tr","cengizcaglarr@gmail.com","CENGİZ ÇAĞLAR","ANKARA","ALTINDAĞ","4","Kobi"
"330266","ROTASİST YAZILIM DESTEK VE PROJE ÇÖZÜMLERİ TİCARET LİMİTED ŞİRKETİ","GÖRÜKLE MAH. UNİVERSİTE-1 CAD. ULUTEK TEKNO YAZILI","02242717580","www.terapiyazilim.com","muhasebe@terapiyazilim.com","MEHMET AKKAYA","BURSA","NİLÜFER","23","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Fonksiyonel İş Ortağı  - CRM, Kurumsal, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"33226","DİZAYN ORGANİZASYON REKLAM BİLGİSAYAR SAN. TİC. LTD. ŞTİ.","YENİŞEHİR MAH. KARDEŞLER CAD. CUMHURİYET TEKNOKENT NO:7/2/206-208","03462246171","www.dizayn.net.tr","info@dizayn.net.tr","HASAN BASRİ KOÇ","SİVAS","MERKEZ","8","Kurumsal"
"33237","DİZAYN GRUP İÇ VE DIŞ TİC.LTD.ŞTİ.","OSTİM OSB MAH. ALINTERİ BLV. NO: 23 İÇ KAPI NO: 115 YENİMAHALLE/ ANKARA","03462246171","www.dizayn.net.tr","info@dizayn.net.tr","HASAN BASRİ KOÇ","SİVAS","MERKEZ","8","Kurumsal"
"337120","İDEAL COMPUTER SOFTWARE - HASAN TURAN","Şekerhane Mah. Eczacılr Cad. Fakıoğlu İşh.","02425129990","www.akif.com.tr","akiffakioglu@gmail.com","AKİF FAKIOĞLU","ANTALYA","*","1","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Kobi"
"33797","DOĞRU YAZILIM PROGRAMLAMA  PAZARLAMA DANIŞMANLIK VE BİLGİSAYAR SANAYİ VE TİCARET LİMİTED ŞİRKETİ","ÇANKAYA MAH. 4728 SOKAK TAFLAN İŞ HANI NO:27 KAT:3/10","03242378586","www.destekbilgisayar.com.tr","erhan@destekbilgisayar.com.tr","ERHAN AKARCAN","MERSİN","AKDENİZ","7","Kurumsal"
"341407","SEVEROĞLU BİLGİSAYAR VE YAZILIM - MEHMET SERKAN SEVEROĞLU","DURAK MH. TAHSİN BURUK CD. ŞIHLAR 1. SK. NO:13/B","02746141453","www.idealcomputersoftware.com","hsntrn@gmail.com","HASAN TURAN","KÜTAHYA","TAVŞANLI","1","Kobi"
"342964","İMGESOFT YAZILIMEVİ LTD.ŞTİ-LOGO","GÜVENEVLER MAH.CİNNAH CADDESİ 12/3","08503464643","","info@imgesoft.com.tr","ÜMİT KOÇAK","ANKARA","ÇANKAYA","11","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Objects Çözüm Geliştirme"
"345971","ALPHAN YAZILIM DANIŞMANLIK LTD.ŞTİ.","KÜLTÜR MH. TPAO BULVARI NO:150","04882140000","www.zirvecozum.com","omer.batin@zirvecozum.com","ŞIFA IŞIK","BATMAN","BATMAN","8","Kobi"
"35568","EBAT BİLİŞİM HİZMETLERİ - AYTAÇ BAKMAZ","EMİNE KESKİNER HALK KÜTÜHANESİ YANI","03288137755","www.dogusbilgisayar.com.tr","suleyman@dogusbilgisayar.com.tr","SÜLEYMAN EVCİL","OSMANİYE","MERKEZ","6","Kobi"
"35633","AYKUT SİNAN EŞ-EBS BİLGİSAYAR SİSTEMLERİ VE BİLGİ TEKNOLOJİLERİ","İSTİKLAL CAD. BAHÇE MAH. NO:106 BAKKAL ABİT APT. KAT:2 NO:4","03242316709","www.ebatbilisim.com","basri@ebatbilisim.com","BASRİ BAKMAZ","MERSİN","AKDENİZ","12","Kobi"
"35938","EDS BİLGİ İŞLEM SANAYİ VE TİCARET LİMİTED ŞİRKETİ","KÜÇÜKBAKKALKÖY MAHALLESİ IRMAK SK. GÜNEY İŞ MERKEZİ  NO:3KAT:1","02242491013","","muhasebe@dogruyazilim.com","FATMA GÜLSÜM GARIP","BURSA","NİLÜFER","58","Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"359392","PRESTO BİLİŞİM DANIŞMANLIK HİZMETLERİ TİCARET LİMİTED ŞİRKETİ","KARŞIYAKA MAHALLESI ADNAN MENDERES BULVARI TÜRKAN HANIM APARTMANI 48-1 NO:35  KUMLUCA ANTALYA","05332439190","www.alphanyazilim.com.tr","turgutkaracoban@gmail.com","TURGUT KARAÇOBAN","ANTALYA","KUMLUCA","3","Kobi"
"36751","EKİN ENFORMASYON SİSTEMLERİ SAN. TİC. LTD. ŞTİ.","OSTİM MAHALLESİ 1308. SOKAK NO:9/21 OSTİM KENT1 SİTESİ V BLOK DAİRE 1","03123856590","www.ebsbilgisayar.com","efatura@ebsbilgisayar.com","AYKUT SİNAN","ANKARA","YENİMAHALLE","10","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Kobi"
"367700","ÖMER KAMAN-3E BİLİŞİM","ŞAZIBEY MAH 64002 SOKAK DILSUDE SITESI C BLOK KAT:2 NO.5 ONIKIŞUBAT KAHRAMANMARAŞ","08505320046","www.profsis.com","harun@profsis.com","Harun FİŞEKCİ","KAHRAMANMARAŞ","ONİKİŞUBAT","5","Kurumsal"
"37323","EKSPERCE BİLGİSAYAR VE BİLGİ İŞLEM SANAYİ VE TİCARET LİMİTED ŞİRKETİ","MEYDAN MAH. MİTHATPAŞA CAD. VEHBİ BEY APT.  NO:46","02742741274","www.ekinbilisim.com","mehmet@ekinbilisim.com","MEHMET EKİN","KÜTAHYA","MERKEZ","2","Kobi"
"373265","TEKNOR MÜHENDİSLİK BİLİŞİM SİSTEMLERİ GIDA SAN.TİC. A.Ş.","MÜCAHİTLER MAH. 52052 SOK. NO: 9/A","03422202838","www.probis.com.tr","umit.tatar@probis.com.tr","ÜMİT TATAR","GAZİANTEP","ŞEHİTKAMİL","5","Kurumsal"
"37527","MÜRVET VİLDAN GÜRCAN-ELBİTEK BİLİŞİM VE YAZILIM HİZMETLERİ","MİTHATPAŞA MAH. ALEMDAR CAD. ÇIKRIKÇI-1 İŞHANI K:3 NO:8","03722535825","www.eksperce.com.tr","eksperce@eksperce.com.tr","ERDİNÇ TUNCAY ALTUN","ZONGULDAK","MERKEZ","4","Kobi"
"37593","ELEKTRA BİLİŞİM BİLGİSAYAR YAZ. VE DAN. LTD.ŞTİ.","YENI BATI MAH.2396 SOKAK NO:8 YENIMAHALLE","03124685346","www.elektrabilisim.com.tr","fuatdilek@elektrabilisim.com.tr","FUAT DİLEK","ANKARA","YENİMAHALLE","9","Kurumsal"
"382258","NORA BİLİŞİM TEKNOLOJİLERİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ","GEVHER NESİBE MAH. İSTASYON CAD. CAMLI IŞ MERKEZI NO: 25 İÇ KAPI NO: 33 KOCASİNAN/ KAYSERİ","03522321917","www.sehabilisim.net","info@sehabilisim.net","BEKİR KAMAN","KAYSERİ","KOCASİNAN","7","Kurumsal"
"384485","EKOR BİLGİ SİSTEMLERİ YAZILIM VE DONANIM - ORHAN BABA","İNCILIPINAR MH. GAZIMUHTARPAŞA BULVARI NO:38 DOKTORLAR SITESI D BLOK   3.KAT  NO:301","03423220690","www.severoglubilgisayar.com","serkan@severoglubilgisayar.com","SERKAN SEVEROĞLU","GAZİANTEP","ŞEHİTKAMİL","1","Kobi"
"39459","E.N.G. BİLGİSAYAR BİLGİ İŞLEM LTD.ŞTİ.","YENI BATI MAH.2396 SOKAK NO:8 YENIMAHALLE","03124685346","www.elektrabilisim.com.tr","fuatdilek@elektrabilisim.com.tr","FUAT DİLEK","ANKARA","YENİMAHALLE","9","Kurumsal"
"396220","ARMİN DANIŞMANLIK BİLİŞİM VE EĞİTİM HİZMETLERİ LİMİTED ŞİRKETİ","AŞAĞI ÖVEÇLER MAH. ŞEHİT KADİR BÜYÜKKIZMAZ SOKAK NO:11/31","03522251300","www.teknorbilisim.com","mehmet.boyraz@teknorbilisim.com.tr","MEHMET BOYRAZ","KAYSERİ","KOCASİNAN","24","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Kurumsal, LPT Çözüm Geliştirme, Objects Çözüm Geliştirme"
"398347","SERDAR ÇELİK-ATAK BİLGİSAYAR","YIRMIIKIGUN MAH. 91041.SOKAK NO:12/16","05161642046","www.v-efendi.com","vahdet@v-efendi.com","MEHMET VAHDEDDİN EREN","KAHRAMANMARAŞ","ONİKİŞUBAT","1","Kobi"
"39851","EOS SİSTEM BİLİŞİM TEK. SAN. TİC. LTD. ŞTİ.","ALTINŞEHİR MAH. 207(280) SK. NO:87/1B","02242725758","www.engbilgisayar.com","gokhan@engbilgisayar.com","M GÖKHAN AYDIN","BURSA","OSMANGAZİ","8","Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"40907","EREĞLİ BİLİŞİM SİSTEMLERİ - ÖZKAN MALHATUN","OSTİM OSB. MH. CEVAT DÜNDAR CAD. KAVACIKLI İŞ MRK., 15/50","03123098388","https://www.datatek.com.tr","mustafa@datatek.com.tr","MUSTAFA DEMİR","ANKARA","YENİMAHALLE","2","Kobi"
"427498","ANALİZ COMPUTER CESİM LTD.","FENER MAH. BÜLENT ECEVİT BLV. GRAND DUKE İŞ MERKEZİ A NO: 75 İÇ KAPI NO: 205 MURATPAŞA/ ANTALYA","02423118445","","satis@prestobilisim.com.tr","EBRU METİN","ANTALYA","MURATPAŞA","7","Kobi"
"42803","ESBİ BİLİŞİM VE TELEKOMÜNİKASYON SANAYİ VE TİCARET LİMİTED ŞİRKETİ","YENİ SAKARYA CAD. YENİ MAH. 2033 SOKAK NO:325","03423221935","www.erisimotomasyon.com","eyup.kavci@erisimotomasyon.com","EYÜP KAVCI","GAZİANTEP","ŞAHİNBEY","15","Kurumsal"
"42839","BULDEN BİLGİSAYAR EGİTİM MER.OTO.YED.PAR.SAN.LTD.ŞTİ.","KOOPERATİF MAH.1715 SOK.NO:10/B","04842241717","","sozturk@bsy.com.tr","BÜLENT DENİZ","BURSA","NİLÜFER","16","Kobi"
"442684","FATİH SELÇUK-FATİH BİLİŞİM","TOPHANE MAH. ATATÜRK CAD. TEVFİK MATARACI İŞ HANI NO:355/307  KAT:3","04642500202","www.bilisim53.com","kurloz@hotmail.com","FATİH SELÇUK","RİZE","ADANA","3","Kobi"
"443817","PARK NET PROJE DANIŞMANLIK YAZILIM SANAYİ VE TİCARET LİMİTED ŞİRKETİ","ALİRİZA EFENDİ CADDESİ  VAKIFLAR İŞ HANI NO:51","003922288404","www.analiz.net","info@analiz.net","MEHMET CİVİSİLLİ","LEFKOŞA","LEFKOŞA","5","Çözüm Geliştirme, Kobi, Kurumsal, Objects Çözüm Geliştirme"
"47089","NFD YAZILIM BİLGİSAYAR DANIŞMANLIK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ","YENİ SAKARYA CAD. YENİ MAH. 2033 SOKAK NO:325","02647771666","www.esbi.com.tr","muhasebe@esbi.com.tr","LEVENT KIRIK","SAKARYA","ERENLER","16","Bulut Çözüm Geliştirme, Bulut İş Ortağı, Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"47406","OSMAN KILINÇ-GENÇ BİLGİSAYAR","KARAÇAYIR MAH. GÜLEZ SOK. ŞEREMENT APT. NO:7","03742179290","www.eurotech.com.tr","info@eurotech.com.tr","MAZHAR BOZOĞLU","BOLU","MERKEZ","4","Kobi"
"48910","GÖKNİL BİLGİSAYAR YAZILIM SANAYİ VE TİCARET LTD.ŞTİ.","AKSE MAH. 69. SK. PANOROMA SIT.  NO:77/41  ÇAYIROVA/KOCAELİ”","02627210202","www.nfd.com.tr","necdet@nfd.com.tr","NECDET AYHAN","KOCAELİ","GEBZE","16","Kurumsal"
"489150","BİLGE GRUP YAZILIM TEKNOLOJİ HİZMETLERİ TİCARET LİMİTED ŞİRKETİ","YENİ MAH. LALE CAD. KOPARAN SOK. NO:2/F MERKEZ/NEVŞEHİR","03842139995","https://www.han.com.tr","cansel@han.com.tr","CANSEL YURTTUTAN","NEVŞEHİR","MERKEZ","2","Kobi"
"496","5A BİLGİSAYAR ELEKTRONİK TURİZM SAN. VE TİC. LTD. ŞTİ.","İSMET KAPTAN MAH.ŞAİR EŞREF BLV.NO:26/81 ÇANKAYA","02324458059","www.5a.com.tr","ismail.uysal@3pluspc.com","İSMAİL UYSAL","ADANA","SARIÇAM","11","Bulut Çözüm Geliştirme, Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"496160","EGEBİMTES BİLGİ TEKNOLOJİLERİ SAN. TİC.A.Ş","KIŞLA MAH. 51. SOKAK 7/202  GREEN PLAZA MURATPAŞA-ANTALYA","02422442891","www.atalyabilisim.com","mustafaturan@atalyabilisim.com","MUSTAFA TURAN","ANTALYA","MURATPAŞA","4","Kobi"
"496162","ADAPA BİLGİ SİSTEMLERİ TURIZM SAN. VE TİC. A.Ş.","İSMET KAPTAN MAHALLESI, 1370 SOKAK, NO: 42,YALAY İŞ MERKEZI KAT: 6 DAIRE: 61-62 KONAK / İZMIR","02324625959","www.adapa.com.tr","selcuk@sedas.com.tr","SELAMİ ARIK","KAYSERİ","KOCASİNAN","21","Çözüm Geliştirme, Kobi, Netopenx Çözüm Geliştirme"
"496167","NEFA YAZILIM MİM.MÜH.ELEK.İNŞ.EMLAK BİL.DAN.SAN. VE TİC.LTD.ŞTİ.","AKDENİZ ÜNİV. KAMPÜSÜ ANTALYA TEKNOKENT ARGE 1 BİNASI ZEMİN KAT NO:2","02422260602","http://www.nefayazilim.com.tr/","yigit.ozcifci@biltas.com.tr","İLKER ÖZEN","ANTALYA","KONYAALTI","24","Kurumsal"
"496178","ERBİL BİLGİSAYAR BÜRO MAK.SAN TİC LTD.ŞTİ.","AKDENİZ ÜNİV. KAMPÜSÜ ANTALYA TEKNOKENT ARGE 1 BİNASI ZEMİN KAT NO:2","02422260602","http://www.nefayazilim.com.tr/","saliha@nefayazilim.com.tr","İLKER ÖZEN","ANTALYA","KONYAALTI","6","Kurumsal"
"496181","SİSBİM TEKNOLOJİ VE YAZILIM A.Ş.","KAZIM DİRİK MAH. 296/1 SOK. NO :2","03522224636","www.infometri.com.tr","osman.ceyhan@infometri.com.tr","OSMAN ORHUN CEYHAN","KAYSERİ","MELİKGAZİ","4","Kobi"
"496182","TEKBİLGİ DANIŞMANLIK YAZILIM OTOMASYON İLETİŞİM ELEKTRONİK SANAYİ TİCARET LİMİTED ŞİRKETİ","YEŞİLOBA MAH. 46180 SK. ÇAMLIK SITESI DG44 BLOK NO: 16 -31 İÇ KAPI NO: 02 SEYHAN/ ADANA","05535736213","https://www.technitysoft.com/","hayrettin.erol@technitysoft.com","HAYRETTİN EROL","ADANA","*","1","Kobi"
"496185","LOGO YAZILIM (MERKEZ)","GEBZE ORGANİZE SANAYİ BÖLGESİ, ŞAHABETTİN BİLGİSU CADDESİ, NUMARA 609","02624847070","www.logo.com.tr","gokhan@gokhanbilisim.com","LOGO YAZILIM","DENİZLİ","MERKEZEFENDİ","3","Kurumsal"
"496187","AFK ELEKTRONİK TEKSTİL PETROL GIDA. SAN. VE TİC. LTD. ŞTİ.","ÇINAR MH. 5003/1 SOKAK NO:9 EGE PLAZA KAT:2 DAIRE:22","02324455422","www.afkyazilim.com.tr","info@logo.com.tr","ÜMİT BIÇAK","KOCAELİ","GEBZE","2502","Kobi"
"496189","ANTALYA POZİTİF BİLGİSAYAR ELEKTRONİK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ","UZUN KÖPRÜ SOK. NO:4 GÖNYELİ","05428827707","","ayhan.basak@gmail.com","AYHAN BAŞAK","LEFKOŞA","LEFKOŞA","6","Çözüm Geliştirme, Kobi, Netopenx Çözüm Geliştirme"
"496190","DOSBİL BİLGİSAYAR KİM. TEKS. DAY. TÜK. MAL. TEM. MLZ. GIDA TİC. VE SAN. LTD.ŞTİ.","TOPRAKLIK MAH. FEVZİ ÇAKMAK BULV. NO:16/5","02582651353","https://dosbil.com.tr/tr/","acomuk@dosbil.com.tr","AHMET ÇOMUK","DENİZLİ","PAMUKKALE","3","Kobi"
"496195","CÜNEYT KURT","ZERDALİLİK MAH. DEĞİRMENÖNÜ CAD. DEĞİRMENÖNÜ KONUTLARI NO:56 D:2","05415659005","www.pozitifbilgisayar.com","info@pozitifbilgisayar.com","HATİCE SOYKAL","ANTALYA","MURATPAŞA","5","Kurumsal"
"496199","BUDO BİLGİSAYAR YAZILIM VE DANIŞMANLIK HIZMETLERİ- BİROL AYDEMİR","442 SOKAK NO:102 DAIRE :6 KONAK /İZMİR","05377129073","www.limayazilim.com","e.sak@limayazilim.com","ERGÜN SAK","ADANA","ÇUKUROVA","5","Çözüm Geliştirme, Kurumsal, Objects Çözüm Geliştirme"
"496202","Ramazan DAĞ","Fevzi Çakmak Mah. 3.Ray sok. No:1 Eva Plaza K:1 D:9","02765020464","","atilimbil@msn.com","Ramazan DAĞ","UŞAK","MERKEZ","1","Kobi"
"496206","İZGRUP BİLİŞİM HİZMETLERİ SAN.VE TİC.LTD.ŞTİ","DEMİRYOLU CAD. IŞIKLAR MAH. NO:47/A - SELÇUKLU/KONYA","03323300035","www.sisya.com.tr","info@sisya.com.tr","EMRE İNANÇ","KONYA","SELÇUKLU","5","Kobi"
"496210","Doruk Yazılım Bilişim Proje Dan.Koz.Teks.Ith.Ihr.San.Tic.Ltd.Şti.","ŞEMİKLER MAHALLESİ 3130 SOKAK NO:12/38 MERKEZEFENDİ / DENİZLİ","08505326876","www.metronet.gen.tr","logo@metronet.gen.tr","AHMET ÜNAL","DENİZLİ","MERKEZEFENDİ","12","Çözüm Geliştirme, Kobi, Netopenx Çözüm Geliştirme"
